miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
Hsa-Mir-3138_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3140_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0
Hsa-Mir-3140_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3144_3p*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
Hsa-Mir-3144_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3145_3p,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3145_5p*,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3146_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-3146_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3173_3p*,0.0,21.0,0.0,23.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,15.0,13.0,0.0,13.0,16.0,39.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,5.0
Hsa-Mir-3173_5p,48.0,170.0,0.0,83.0,0.0,79.0,25.0,46.0,35.0,59.0,207.0,0.0,91.0,46.0,35.0,73.0,68.0,48.0,25.0,99.0,5.0,15.0,37.0,106.0,0.0,8.0,20.0,39.0,45.0,36.0,59.0,0.0,12.0,70.0,14.0,0.0,206.0,42.0,21.0,53.0,0.0,0.0,11.0,10.0,6.0,0.0,52.0,30.0,78.0
Hsa-Mir-3174_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3174_5p,13.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,24.0,69.0,18.0,0.0,10.0,41.0,46.0,6.0,12.0,0.0,0.0,6.0,6.0,7.0,41.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,26.0,13.0,0.0,0.0,6.0,4.0,0.0
Hsa-Mir-3180-P1_3p/P2_3p/P3_3p,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
Hsa-Mir-3180-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-3180-P1_5p/P2_5p/P3_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p*,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-3194_5p,32.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,11.0,0.0,0.0,23.0,0.0,0.0,4.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-31_5p,9.0,31.0,6.0,20.0,41.0,82.0,16.0,19.0,5.0,15.0,3.0,18.0,29.0,9.0,39.0,8.0,20.0,14.0,17139.0,37.0,5707.0,108.0,600.0,84.0,0.0,3.0,5.0,6.0,37.0,22.0,12.0,2.0,4.0,42.0,5.0,43.0,4.0,32.0,52.0,6.0,9.0,10.0,14516.0,2350.0,3.0,98.0,36.0,93.0,11.0
Hsa-Mir-3200_3p,29.0,339.0,117.0,301.0,0.0,152.0,369.0,549.0,215.0,308.0,393.0,157.0,249.0,78.0,275.0,92.0,381.0,108.0,113.0,288.0,75.0,0.0,82.0,160.0,0.0,0.0,15.0,372.0,85.0,223.0,92.0,0.0,6.0,0.0,59.0,108.0,0.0,353.0,0.0,356.0,16.0,0.0,90.0,6.0,0.0,24.0,226.0,296.0,368.0
Hsa-Mir-3200_5p*,0.0,177.0,0.0,198.0,0.0,161.0,24.0,120.0,83.0,46.0,107.0,7.0,21.0,25.0,64.0,41.0,99.0,90.0,29.0,172.0,25.0,0.0,40.0,148.0,0.0,0.0,0.0,67.0,0.0,39.0,9.0,0.0,10.0,49.0,47.0,52.0,0.0,56.0,28.0,18.0,15.0,0.0,77.0,0.0,0.0,35.0,69.0,182.0,37.0
Hsa-Mir-324_3p*,591.0,776.0,0.0,746.0,28.0,662.0,447.0,460.0,398.0,542.0,1533.0,359.0,329.0,250.0,703.0,679.0,811.0,499.0,307.0,537.0,162.0,24.0,233.0,649.0,0.0,2.0,95.0,491.0,295.0,223.0,255.0,141.0,51.0,23.0,75.0,278.0,0.0,365.0,20.0,440.0,233.0,201.0,333.0,15.0,34.0,31.0,476.0,1071.0,460.0
Hsa-Mir-324_5p,105.0,262.0,0.0,271.0,0.0,283.0,110.0,157.0,165.0,409.0,126.0,170.0,174.0,81.0,396.0,310.0,252.0,358.0,983.0,333.0,317.0,0.0,140.0,117.0,0.0,0.0,5.0,169.0,206.0,84.0,89.0,4.0,25.0,24.0,52.0,143.0,0.0,97.0,11.0,144.0,119.0,323.0,887.0,20.0,21.0,0.0,133.0,2729.0,188.0
Hsa-Mir-325_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-325_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p,0.0,24.0,0.0,69.0,0.0,47.0,13.0,0.0,30.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,108.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,21.0,25.0,34.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
Hsa-Mir-326_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-328_3p,349.0,288.0,0.0,366.0,413.0,422.0,40.0,209.0,31.0,141.0,449.0,41.0,67.0,57.0,301.0,72.0,132.0,131.0,872.0,91.0,96.0,0.0,137.0,287.0,763.0,0.0,138.0,105.0,370.0,274.0,480.0,0.0,184.0,444.0,0.0,30.0,0.0,83.0,305.0,63.0,57.0,0.0,516.0,132.0,16.0,0.0,191.0,413.0,202.0
Hsa-Mir-328_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-32_3p*,13.0,33.0,0.0,58.0,13.0,17.0,2.0,27.0,0.0,10.0,0.0,4.0,0.0,0.0,20.0,57.0,48.0,10.0,48.0,23.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,16.0
Hsa-Mir-32_5p,3625.0,4059.0,146.0,4099.0,242.0,2203.0,3644.0,3448.0,3857.0,5459.0,1739.0,4655.0,1890.0,1880.0,6890.0,5475.0,6109.0,6807.0,1090.0,6910.0,851.0,76.0,1884.0,1651.0,386.0,27.0,512.0,3949.0,2082.0,1297.0,2032.0,82.0,265.0,388.0,183.0,2757.0,5.0,2498.0,169.0,1195.0,6278.0,28.0,2026.0,66.0,138.0,12.0,3816.0,3835.0,4087.0
Hsa-Mir-33-P1_3p*,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,0.0,0.0,22.0,2.0,0.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,8.0,7.0,0.0
Hsa-Mir-33-P1_5p,35.0,38.0,0.0,58.0,16.0,16.0,37.0,14.0,26.0,29.0,0.0,27.0,11.0,4.0,211.0,77.0,27.0,15.0,20.0,44.0,15.0,7.0,14.0,56.0,0.0,3.0,2.0,29.0,23.0,18.0,9.0,16.0,0.0,67.0,19.0,54.0,0.0,23.0,19.0,51.0,14.0,0.0,11.0,0.0,0.0,0.0,43.0,0.0,48.0
Hsa-Mir-33-P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_5p*,3505.0,785.0,0.0,522.0,17.0,352.0,310.0,361.0,205.0,312.0,479.0,233.0,260.0,167.0,464.0,527.0,760.0,364.0,91.0,346.0,112.0,49.0,248.0,454.0,0.0,3.0,20.0,516.0,129.0,183.0,86.0,0.0,11.0,32.0,78.0,153.0,73.0,314.0,2.0,224.0,268.0,0.0,153.0,4.0,13.0,0.0,377.0,55.0,523.0
Hsa-Mir-330_3p,21.0,44.0,0.0,0.0,29.0,0.0,11.0,30.0,0.0,10.0,0.0,21.0,8.0,19.0,82.0,106.0,57.0,0.0,90.0,33.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,20.0,79.0,0.0,33.0,0.0,0.0,13.0,34.0,11.0,0.0,59.0,25.0,0.0,0.0,38.0,21.0,12.0
Hsa-Mir-330_5p*,9.0,3.0,0.0,0.0,21.0,16.0,5.0,0.0,6.0,0.0,0.0,32.0,6.0,14.0,118.0,30.0,36.0,19.0,186.0,9.0,73.0,0.0,20.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,180.0,0.0,0.0,0.0,0.0,101.0,0.0
Hsa-Mir-331_3p,19.0,10.0,0.0,0.0,0.0,22.0,0.0,53.0,23.0,28.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,788.0,12.0,228.0,0.0,41.0,30.0,0.0,0.0,0.0,16.0,0.0,9.0,52.0,0.0,18.0,0.0,0.0,34.0,0.0,19.0,0.0,53.0,0.0,0.0,621.0,209.0,0.0,0.0,23.0,573.0,16.0
Hsa-Mir-331_5p*,154.0,121.0,103.0,36.0,0.0,96.0,63.0,55.0,39.0,44.0,95.0,101.0,45.0,46.0,107.0,58.0,168.0,68.0,47.0,115.0,28.0,0.0,36.0,28.0,0.0,0.0,11.0,61.0,57.0,45.0,32.0,25.0,18.0,0.0,0.0,41.0,0.0,44.0,11.0,34.0,127.0,0.0,55.0,0.0,12.0,38.0,60.0,88.0,54.0
Hsa-Mir-335_3p*,315.0,26.0,0.0,75.0,125.0,39.0,19.0,12.0,0.0,67.0,0.0,52.0,8.0,28.0,659.0,14.0,40.0,34.0,10.0,46.0,345.0,25.0,40.0,18.0,88.0,23.0,24.0,8.0,102.0,62.0,18.0,2.0,24.0,144.0,0.0,0.0,0.0,35.0,40.0,0.0,20.0,0.0,625.0,283.0,3.0,0.0,26.0,250.0,8.0
Hsa-Mir-335_5p,5824.0,698.0,719.0,1352.0,268.0,1306.0,291.0,192.0,544.0,600.0,1202.0,652.0,374.0,339.0,1990.0,1775.0,750.0,1013.0,167.0,1137.0,331.0,44.0,512.0,536.0,171.0,20.0,708.0,465.0,694.0,419.0,1298.0,429.0,346.0,227.0,176.0,560.0,4.0,494.0,236.0,388.0,1029.0,251.0,774.0,90.0,162.0,50.0,377.0,573.0,376.0
Hsa-Mir-337-as_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-337_3p,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,2.0,0.0
Hsa-Mir-337_5p*,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1-as_3p,71.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-338-P1-as_5p,254.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,12.0,8.0,17.0,0.0,0.0,31.0,15.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_3p,122.0,91.0,64.0,127.0,223.0,168.0,86.0,112.0,116.0,78.0,45.0,153.0,48.0,37.0,219.0,405.0,122.0,156.0,879.0,128.0,1179.0,90.0,141.0,36.0,4.0,4.0,25.0,126.0,242.0,132.0,194.0,0.0,54.0,188.0,51.0,196.0,101.0,79.0,153.0,70.0,103.0,0.0,1625.0,438.0,0.0,154.0,87.0,99.0,53.0
Hsa-Mir-338-P1_5p*,19.0,15.0,0.0,35.0,36.0,27.0,18.0,22.0,28.0,6.0,71.0,36.0,18.0,6.0,42.0,226.0,26.0,0.0,45.0,15.0,103.0,14.0,18.0,68.0,0.0,0.0,10.0,32.0,132.0,11.0,44.0,35.0,17.0,0.0,0.0,45.0,0.0,22.0,0.0,0.0,80.0,0.0,65.0,138.0,0.0,0.0,49.0,19.0,0.0
Hsa-Mir-339_3p,780.0,1792.0,514.0,1861.0,170.0,1381.0,802.0,830.0,458.0,1076.0,4395.0,903.0,436.0,708.0,1430.0,1502.0,1518.0,1083.0,580.0,1033.0,298.0,66.0,556.0,1267.0,146.0,36.0,91.0,825.0,318.0,520.0,444.0,48.0,116.0,198.0,376.0,653.0,267.0,1005.0,87.0,764.0,834.0,1156.0,591.0,51.0,21.0,227.0,1189.0,562.0,865.0
Hsa-Mir-339_5p,383.0,612.0,0.0,593.0,150.0,444.0,196.0,351.0,245.0,621.0,949.0,261.0,302.0,325.0,955.0,514.0,570.0,288.0,168.0,351.0,215.0,51.0,240.0,342.0,113.0,26.0,29.0,381.0,140.0,312.0,93.0,0.0,18.0,60.0,95.0,264.0,72.0,661.0,25.0,251.0,389.0,3.0,402.0,60.0,0.0,50.0,431.0,348.0,365.0
Hsa-Mir-34-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_5p,1852.0,49.0,0.0,81.0,0.0,142.0,32.0,12.0,29.0,16.0,0.0,54.0,9.0,24.0,41.0,123.0,43.0,44.0,1584.0,96.0,611.0,0.0,90.0,0.0,0.0,0.0,35.0,28.0,370.0,12.0,85.0,0.0,24.0,19.0,5.0,146.0,0.0,115.0,32.0,56.0,109.0,0.0,1822.0,8.0,0.0,0.0,61.0,112.0,44.0
Hsa-Mir-34-P2a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
